,Title,Tags
165,Slender Man,"in a small town in massachusetts, four high school girl perform a ritual in an attempt to debunk the lore of slender man. when one of the girl goe mysteri missing, they begin to suspect that she is, in fact, hi latest victim. horror mysteri thriller joey king julia goldani tell jaz sinclair sylvain white"
166,A Prayer Before Dawn,"the true stori of billi moore, an english boxer incarcer in thailand' most notori prison. thrown into a world of drug and violence, he find hi best chanc to escap is to fight hi way out in muay thai tournaments. drama action crime joe cole jean-stéphan sauvair"
167,Crazy Rich Asians,"an american-born chines econom professor accompani her boyfriend to singapor for hi best friend' wedding, onli to get thrust into the live of asia' rich and famous. comedi drama romanc constanc wu henri gold gemma chan jon m. chu"
168,Alpha,"in the prehistor past, keda, a young and inexperienc hunter, struggl to return home after be separ from hi tribe when bison hunt goe awry. on hi way back he will find an unexpect ally. adventur drama kodi smit-mcphe leonor varela jen hultén albert hugh"
169,Mile 22,"an elit group of american operatives, aid by a top-secret tactic command team, must transport an asset who hold life-threaten inform to an extract point 22 mile away through the hostil street of an asian city. action thriller mark wahlberg john malkovich lauren cohan peter berg"
170,The Wife,"a wife question her life choic as she travel to stockholm with her husband, where he is slate to receiv the nobel prize for literature. drama glenn close jonathan pryce christian slater björn rung"
171,Billionaire Boys Club,a group of wealthi boy in lo angel dure the earli 1980 establish a get rich quick scam that turn deadly. drama thriller ansel elgort taron egerton kevin spacey jame cox
172,"Juliet, Naked","anni is stuck in a long-term relationship with duncan – an obsess fan of obscur rocker tucker crowe. when the acoust demo of tucker' hit record from 25 year ago surfaces, it discoveri lead to a life-chang encount with the elus rocker himself. comedi drama romanc ethan hawk rose byrn jess peretz"
173,Down a Dark Hall,"kit, a troubl girl, is sent to the exclus blackwood board school, where she discov that onli four other femal student have been admit to learn the four pillar of knowledg under the omin wing of the mysteri headmistress madam duret. thriller drama fantasi horror annasophia robb uma thurman isabel fuhrman rodrigo corté"
174,The Happytime Murders,"in a world where human be and puppet live together, when the member of the cast of a children' televis show air dure the 1990 begin to get murder one by one, puppet phil philips, a former lapd detect who fell in disgrac and turn into a privat eye, take on the case at the request of hi old boss in order to assist detect edwards, who wa hi partner in the past. action comedi crime melissa mccarthi maya rudolph joel mchale brian henson"
175,Searching,"after david kim' 16-year-old daughter goe missing, a local investig is open and a detect is assign to the case. but 37 hour later and without a singl lead, david decid to search the one place no one ha look yet, where all secret are kept today: hi daughter' laptop. thriller mysteri drama john cho debra mess aneesh chaganti"
176,Papillon,"henri “papillon” charrière, a safecrack from the parisian underworld, is wrong convict and sentenc to life imprison in the penal coloni of french guiana, where he forg a strong friendship with loui dega, a counterfeit who need hi protection. drama histori crime charli hunnam rami malek michael noer"
177,A.X.L.,the life of a teenag boy is forev alter by a chanc encount with cut edg militari technology. scienc fiction action adventur famili alex neustaedt becki g alex macnicol oliv dali
178,Operation Finale,"in 1960, a team of isra secret agent is deploy to find adolf eichmann, the infam nazi architect of the holocaust, supposedli hidden in argentina, and get him to israel to be judged. drama histori thriller oscar isaac ben kingsley lior raz chri weitz"
179,Kin,"a young boy find a power otherworldli weapon, which he use to save hi older adopt brother from a crew of thugs. befor long, the two of them are also pursu by feder agent and mysteri mercenari aim to reclaim their asset. scienc fiction action myle truitt jack reynor zoë kravitz jonathan baker josh baker"
180,The Little Stranger,"in a dusti post-war summer in rural warwickshire, a doctor is call to a patient at lone hundr hall. home to the ayr famili for over two centuries, the georgian hous is now in decline. but are the ayres haunt by someth more sinist than a die way of life? mysteri drama horror histori domhnal gleeson ruth wilson will poulter lenni abrahamson"
181,Destination Wedding,"frank and lindsay—two emotionally-broken strangers—meet on the way to a destin wedding. over the cours of the weekend and against all odds, they find themselv drawn togeth even though they are initi repuls by one another. romanc comedi drama winona ryder keanu reev victor levin"
182,The Nun,"when a young nun at a cloister abbey in romania take her own life, a priest with a haunt past and a noviti on the threshold of her final vow are sent by the vatican to investigate. togeth they uncov the order’ unholi secret. risk not onli their live but their faith and their veri souls, they confront a malevol forc in the form of the same demon nun that first terror audienc in “the conjur 2” as the abbey becom a horrif battleground between the live and the damned. horror mysteri thriller demián bichir taissa farmiga jona bloquet corin hardi"
183,Peppermint,"a griev mother transform herself into a vigilant follow the murder of her husband and daughter, elud the author to deliv her own person brand of justice. action thriller jennif garner john ortiz juan pablo raba pierr morel"
184,The Predator,"when a young child accident trigger extraterrestri hunter to return to earth, a ragtag crew of ex-soldi and scientist join forc to prevent the end of the human race. scienc fiction action adventur comedi boyd holbrook trevant rhode jacob tremblay shane black"
185,White Boy Rick,"the stori of a teenager, richard wersh jr., who becam an undercov inform for the polic dure the 1980 and wa ultim arrest for drug-traffick and sentenc to life in prison. crime drama matthew mcconaughey richi merritt bel powley yann demang"
186,A Simple Favor,"stephanie, a dedic mother and popular vlogger, befriend emily, a mysteri upper-class woman whose son nicki attend the same school as miles, stephanie' son. when emili ask her to pick nicki up from school and then disappears, stephani undertak an investig that will dive deep into emily' cloudi past. crime thriller anna kendrick blake live henri gold paul feig"
187,The Children Act,"in the midst of a marit crisis, a high court judg must decid if she should order a life-sav blood transfus for a teen with cancer despit hi family' refus to accept medic treatment for religi reasons. drama emma thompson stanley tucci fionn whitehead richard eyr"
188,Lizzie,"massachusetts, 1892. an unmarri woman of 32 and a social outcast, lizzi live a claustrophob life under her father' cold and domin control. when bridget sullivan, a young maid, come to work for the family, lizzi find a sympathetic, kindr spirit, and a secret intimaci soon blossom into a wick plan. crime drama thriller chloë sevigni kristen stewart jay huguley craig william macneil"
189,Unbroken: Path to Redemption,"zamperini return to california where he wound up marri cynthia applewhit while wrestl with untreat ptsd, suffer constant nightmares, angry, bitter and deepli depressed, hi wife convinc zamperini to attend the 1949 billi graham crusade. drama samuel hunt merritt patterson vanessa bell calloway harold cronk"
190,Hell House LLC II: The Abaddon Hotel,"the sequel pick up eight year sinc the open night tragedi of hell hous llc and still mani unansw question remain. thank to an anonym tip, an investig journalist is convinc that key evid is hidden insid the abandon abaddon hotel - evid that will shed light on the hotel' mysteri and mani unsolv death and disappearances. she assembl a team to break into the hotel in hope of discov the truth. but the sourc of the tip and the secret of the abaddon hotel are more horrifi than ani of them could have imagined. horror vasil flutur jillian geurt joy shatz stephen cognetti"
191,The House with a Clock in Its Walls,"when ten-year-old lewi is suddenli orphaned, he is sent to live with hi uncl jonathan in a creaki (and creepy) old mansion with a mysteri tick nois that eman from the walls. upon discov that hi uncl is a warlock, lewi begin learn magic, but when he rebelli resurrect an evil warlock he must find the secret of the hous and save the world from destruction. fantasi famili comedi jack black cate blanchett owen vaccaro eli roth"
192,Life Itself,"as a young new york coupl goe from colleg romanc to marriag and the birth of their first child, the unexpect twist of their journey creat reverber that echo over contin and through lifetimes. drama romanc oscar isaac olivia wild mandi patinkin dan fogelman"
193,The Sisters Brothers,"oregon, 1851. hermann kermit warm, a chemist and aspir gold prospector, keep a profit secret that the commodor want to know, so he send the sister brothers, two notori assassins, to captur him on hi way to california. western drama adventur john c. reilli joaquin phoenix jake gyllenha jacqu audiard"
194,Assassination Nation,"high school senior lili and her group of friend live in a haze of texts, posts, selfi and chat just like the rest of the world. so, when an anonym hacker start post detail from the privat live of everyon in their small town, the result is absolut mad leav lili and her friend question whether they'll live through the night. thriller comedi horror odessa young suki waterhous hari nef sam levinson"
195,Colette,"after marri a success parisian writer known commonli as willy, sidonie-gabriel colett is transplant from her childhood home in rural franc to the intellectu and artist splendor of paris. soon after, willi convinc colett to ghostwrit for him. she pen a semi-autobiograph novel about a witti and brazen countri girl name claudine, spark a bestsel and a cultur sensation. after it success, colett and willi becom the talk of pari and their adventur inspir addit claudin novels. drama histori keira knightley domin west wash westmoreland"
196,Fahrenheit 11/9,"michael moore' provoc documentari explor the two most import question of the trump era: how the fuck did we get here, and how the fuck do we get out? documentari michael moor (director/screenplay) michael moor"
197,My Son,"brad ha commit murder and barricad himself insid hi house. with the help of hi friend and neighbours, the cop piec togeth the strang tale of how thi nice young man arriv at such a dark place. crime drama thriller guillaum canet melani laurent christian carion"
198,"Love, Gilda","diaries, audiotapes, videotap and testimoni from friend and colleagu offer insight into the life and career of gilda radner -- the belov comic and actress who becam an icon on saturday night live. documentari gilda radner lisa dapolito"
199,My Hero Academia: Two Heroes,"all might and deku accept an invit to go abroad to a float and mobil manmad city, call 'i-island', where they research quirk as well as hero supplement item at the special 'i-expo' convent that is current be held on the island. dure that time, suddenly, despit an iron wall of secur surround the island, the system is breach by a villain, and the onli one abl to stop him are the student of class 1-a. anim action adventur fantasi justin briner christoph r. sabat clifford chapin kenji nagasaki"
200,Smallfoot,a bright young yeti find someth he thought didn't exist—a human. new of thi “smallfoot” throw the simpl yeti commun into an uproar over what els might be out there in the big world beyond their snowi village. famili anim adventur fantasi chan tatum jame corden zendaya karey kirkpatrick
201,Night School,"teddi walker is a success salesman whose life take an unexpect turn when he accident blow up hi place of employment. forc to attend night school to get hi ged, teddi soon find himself deal with a group of misfit students, hi former high school nemesi and a feisti teacher who doesn't think he' too bright. comedi kevin hart tiffani haddish rob riggl malcolm d. lee"
202,The Old Man & the Gun,"the true stori of forrest tucker, from hi audaci escap from san quentin at the age of 70 to an unpreced string of heist that confound author and enchant the public. wrap up in the pursuit are a detective, who becom captiv with forrest’ commit to hi craft, and a woman, who love him in spite of hi chosen profession. comedi crime drama robert redford casey affleck danni glover david loweri"
203,Hell Fest,"on halloween night at a horror theme park, a costum killer begin slay innoc patron who believ that it' all part of the festivities. horror bex taylor-klau ami forsyth reign edward gregori plotkin"
205,Venom,"investig journalist eddi brock attempt a comeback follow a scandal, but accident becom the host of venom, a violent, super power alien symbiote. soon, he must reli on hi newfound power to protect the world from a shadowi organ look for a symbiot of their own. scienc fiction action tom hardi michel william riz ahm ruben fleischer"
206,A Star Is Born,"season musician jackson main discov — and fall in love with — struggl artist ally. she ha just about given up on her dream to make it big as a singer — until jack coax her into the spotlight. but even as ally' career take off, the person side of their relationship is break down, as jack fight an ongo battl with hi own intern demons. drama romanc music bradley cooper ladi gaga sam elliott bradley cooper"
207,The Hate U Give,"rais in a poverty-stricken slum, a 16-year-old girl name starr now attend a suburban prep school. after she wit a polic offic shoot her unarm best friend, she' torn between her two veri differ world as she tri to speak her truth. crime drama amandla stenberg regina hall russel hornsbi georg tillman jr."
208,The Happy Prince,"in 1895, oscar wild (1854-1900) wa the most famou writer in london, and bosi douglas, son of the notori marquess of queensberry, wa hi lover. accus and convict of gross indecency, he wa imprison for two year and subject to hard labor. onc free, he abandon england to live in france, where he will spend hi last years, haunt by memori of the past, poverti and immens sadness. drama rupert everett colin firth colin morgan rupert everett"
209,First Man,"a look at the life of the astronaut, neil armstrong, and the legendari space mission that led him to becom the first man to walk on the moon on juli 20, 1969. histori drama ryan gosl clair foy jason clark damien chazel"
210,Bad Times at the El Royale,"lake tahoe, 1969. seven strangers, each one with a secret to bury, meet at el royale, a decad motel with a dark past. in the cours of a fate night, everyon will have one last shot at redemption. thriller drama mysteri crime jeff bridg cynthia erivo dakota johnson drew goddard"
211,Goosebumps 2: Haunted Halloween,"two boy face an onslaught from witches, monsters, ghoul and a talk dummi after they discov a mysteri book by author r. l. stine. adventur comedi fantasi famili horror wendi mclendon-covey madison iseman jeremi ray taylor ari sandel"
212,Beautiful Boy,"after he and hi first wife separate, journalist david sheff struggl to help their teenag son, who goe from experi with drug to becom devastatingli addict to methamphetamine. drama steve carel timothé chalamet maura tierney felix van groeningen"
213,The Oath,"in a politically-divid unit states, a man struggl to make it through the thanksgiv holiday without destroy hi family. comedi ike barinholtz tiffani haddish nora dunn ike barinholtz"
214,Gosnell: The Trial of America's Biggest Serial Killer,the stori of the investig and trial of abort provid dr kermit gosnell. drama crime earl bill dean cain sarah jane morri nick searci
215,After Everything,"when elliot, a brash 23-year-old live carefre in new york city, meet the sensibl mia and receiv a damn diagnosi all in the same week, hi world is turn complet upsid down. but as their love blossom amidst the chao of hi treatment, they discov that elliot' ill is not the real test of their relationship – it' everyth else. comedi drama romanc hannah mark joey power (directors/screenplay) jeremi allen white hannah mark joey power"
216,Halloween,"as gotham city' young vigilante, the batman, struggl to pursu a brutal serial killer, district attorney harvey dent get caught in a feud involv the crimin famili of the falcones. anim mysteri action crime jami lee curti judi greer andi matichak david gordon green"
217,Can You Ever Forgive Me?,"when a bestsel celebr biograph is no longer abl to get publish becaus she ha fallen out of step with current tastes, she turn her art form to deception. drama crime comedi melissa mccarthi richard e. grant mariel heller"
218,Mid90s,"stevi is a sweet 13-year-old about to explode. hi mom is love and attentive, but a littl too forthcom about her romant life. hi big brother is a taciturn and violent bully. so stevi search hi working-class lo angel suburb for somewher to belong. he find it at the motor avenu skate shop. drama comedi sunni suljic luca hedg katherin waterston jonah hill"
219,Wildlife,"14-year-old joe is the onli child of jeanett and jerri — a housewif and a golf pro — in a small town in 1960 montana. nearby, an uncontrol forest fire rage close to the canadian border, and when jerri lose hi job (and hi sens of purpose) he decid to join the caus of fight the fire, leav hi wife and son to fend for themselves. drama carey mulligan jake gyllenha ed oxenbould paul dano"
220,What They Had,a woman must fli back to her hometown when her alzheimer's-stricken mother wander into a blizzard. the return home forc her to confront her past. drama hilari swank michael shannon robert forster elizabeth chomko
221,Hunter Killer,"captain glass of the uss arkansa discov that a coup d'état is take place in russia, so he and hi crew join an elit group work on the ground to prevent a war. action thriller gerard butler gari oldman common donovan marsh"
222,Johnny English Strikes Again,"disast strike when a crimin mastermind reveal the ident of all activ undercov agent in britain. the secret servic can now reli on onli one man - johnni english. current teach at a minor prep school, johnni spring back into action to find the mysteri hacker. for thi mission to succeed, he’ll need all of hi skill - what few he ha - as the man with yesterday’ analogu method face off against tomorrow’ digit technology. action adventur comedi rowan atkinson olga kurylenko ben miller david kerr"
223,Suspiria,an american newcom to a prestigi german ballet academi come to realiz that the school is a front for someth sinist amid a seri of grisli murders. horror dakota johnson tilda swinton mia goth luca guadagnino
224,Indivisible,"upon return from serv in the u.s. army, chaplain darren turner face a crisi that shatter hi famili and faith in god but through the help of hi fellow soldiers, he return to hi faith and famili drama war sarah drew justin bruen jason georg david g. evan"
225,Bullitt County,"an action/thril set in 1977 about four friend who reunit for a bachelor parti to hunt for buri prohibit money on kentucky' bluegrass bourbon trail, onli to becom rip apart by greed, corruption, and murder. action drama thriller mike c. nelson jenni melear david mccracken david mccracken"
226,Bohemian Rhapsody,"singer freddi mercury, guitarist brian may, drummer roger taylor and bass guitarist john deacon take the music world by storm when they form the rock 'n' roll band queen in 1970. hit song becom instant classics. when mercury' increasingli wild lifestyl start to spiral out of control, queen soon face it greatest challeng yet – find a way to keep the band togeth amid the success and excess. music drama histori rami malek luci boynton gwilym lee bryan singer"
227,The Nutcracker and the Four Realms,"when clara’ mother leav her a mysteri gift, she embark on a journey to four secret realms—wher she discov her greatest strength could chang the world. fantasi adventur famili keira knightley mackenzi foy eugenio derbez lass hallström joe johnston"
228,Nobody's Fool,"a woman, who get releas from prison and reunit with her sister, discov she is in an onlin relationship with a man who may be ""catfishing"" her. comedi romanc tiffani haddish tika sumpter omari hardwick tyler perri"
229,Boy Erased,"jared, the son of a baptist pastor in a small american town, is out to hi parent at age 19. jare is face with an ultimatum: attend a gay convers therapi program – or be perman exil and shun by hi family, friends, and faith. drama luca hedg nicol kidman russel crow joel edgerton"
230,A Private War,"one of the most celebr war correspond of our time, mari colvin is an utterli fearless and rebelli spirit, driven to the frontlin of conflict across the globe to give voic to the voiceless. war drama rosamund pike jami dornan stanley tucci matthew heineman"
231,Bodied,a progress graduat student find success and spark outrag when hi interest in battl rap as a thesi subject becom a competit obsession. drama comedi music calum worthi jacki long rori uphold joseph kahn
232,The Front Runner,"gari hart, former senat of colorado, becom the front-runn for the democrat presidenti nomin in 1987. hart' intelligence, charisma and ideal make him popular with young voters, leav him with a seemingli clear path to the white house. all that come crash down when alleg of an extramarit affair surfac in the media, forc the candid to address a scandal that threaten to derail hi campaign and person life. drama histori hugh jackman vera farmiga j. k. simmon jason reitman"
233,The Grinch,the grinch hatch a scheme to ruin christma when the resid of whovil plan their annual holiday celebration. anim famili comedi fantasi benedict cumberbatch rashida jone kenan thompson yarrow cheney scott mosier
234,The Girl in the Spider's Web,"in stockholm, sweden, hacker lisbeth saland is hire by fran balder, a comput engineer, to retriev a program that he believ it is too danger to exist. crime thriller action drama clair foy sverrir gudnason lakeith stanfield fede alvarez"
235,Overlord,"france, june 1944. on the eve of d-day, some american paratroop fall behind enemi line after their aircraft crash while on a mission to destroy a radio tower in a small villag near the beach of normandy. after reach their target, the surviv paratroop realis that, in addit to fight the nazi troop that patrol the village, they also must fight against someth else. horror war scienc fiction jovan adepo wyatt russel mathild ollivi juliu averi"
236,The Ballad of Buster Scruggs,"vignett weav togeth the stori of six individu in the old west at the end of the civil war. follow the tale of a sharp-shoot songster, a wannab bank robber, two weari travel performers, a lone gold prospector, a woman travel the west to an uncertain future, and a motley crew of stranger undertak a carriag ride. comedi drama western music tim blake nelson zoe kazan liam neeson joel and ethan coen"
237,Lazer Team 2,"after woodi goe miss while work on secret alien research, scientist maggi wittington must recruit the former member of lazer team to join her in rescu their lost friend. scienc fiction action adventur comedi gavin free michael jone burni burn daniel fabelo & matt hullum"
238,Conundrum: Secrets Among Friends,"a stori about longtim friend whom have known one anoth sinc college. all of whom have been do well since, with career in the entertain industry, on wall street, legal and even in the nfl. when the group decid to take a weekend getaway, to a rent beach hous in the hamptons, all hell break loos when secret among them, come to light. drama thriller shaun cairo (screenplay) jo mari payton gari leroi gray josh webber"
239,Fantastic Beasts: The Crimes of Grindelwald,"gellert grindelwald ha escap imprison and ha begun gather follow to hi cause—elev wizard abov all non-mag beings. the onli one capabl of put a stop to him is the wizard he onc call hi closest friend, albu dumbledore. however, dumbledor will need to seek help from the wizard who had thwart grindelwald onc before, hi former student newt scamander, who agre to help, unawar of the danger that lie ahead. line are drawn as love and loyalti are tested, even among the truest friend and family, in an increasingli divid wizard world. adventur fantasi drama eddi redmayn katherin waterston dan fogler david yate"
240,Widows,"a polic shootout leav four thiev dead dure an explos arm robberi attempt in chicago. their widow have noth in common except a debt left behind by their spouses' crimin activities. hope to forg a futur on their own terms, they join forc to pull off a heist. crime thriller viola davi michel rodriguez elizabeth debicki steve mcqueen"
241,Instant Family,"when pete and elli decid to start a family, they stumbl into the world of foster care adoption. they hope to take in one small child but when they meet three siblings, includ a rebelli 15 year old girl, they find themselv speed from zero to three kid overnight. comedi drama mark wahlberg rose byrn isabela moner sean ander"
242,Ralph Breaks the Internet,"video game bad guy ralph and fellow misfit vanellop von schweetz must risk it all by travel to the world wide web in search of a replac part to save vanellope' video game, sugar rush. in way over their heads, ralph and vanellop reli on the citizen of the internet — the netizen — to help navig their way, includ an entrepreneur name yesss, who is the head algorithm and the heart and soul of trend-mak site buzzztube. famili anim comedi adventur john c. reilli sarah silverman gal gadot rich moor phil johnston"
243,Creed II,"between person oblig and train for hi next big fight against an oppon with tie to hi family' past, adoni creed is up against the challeng of hi life. drama michael b. jordan sylvest stallon tessa thompson steven capl jr."
244,Green Book,"toni lip, a bouncer in 1962, is hire to drive pianist don shirley on a tour through the deep south in the day when african americans, forc to find altern accommod and servic due to segreg law below the mason-dixon line, reli on a guid call the negro motorist green book. drama comedi music viggo mortensen mahershala ali linda cardellini peter farrelli"
245,Robin Hood,a war-harden crusad and hi moorish command mount an audaci revolt against the corrupt english crown. adventur action thriller taron egerton jami foxx ben mendelsohn otto bathurst
246,Roma,"in 1970 mexico city, two domest worker help a mother of four while her husband is away for an extend period of time. drama yalitza aparicio marina de tavira fernando grediaga alfonso cuarón"
247,The Favourite,"england, earli 18th century. the close relationship between queen ann and sarah churchil is threaten by the arriv of sarah' cousin, abigail hill, result in a bitter rivalri between the two cousin to be the queen' favourite. histori drama comedi olivia colman emma stone rachel weisz yorgo lanthimo"
248,Mowgli: Legend of the Jungle,"a human child rais by wolves, must face off against a menac tiger name shere khan, as well as hi own origins. adventur drama rohan chand christian bale cate blanchett andi serki"
249,The Possession of Hannah Grace,"when a cop who is just out of rehab take the graveyard shift in a citi hospit morgue, she face a seri of bizarre, violent event caus by an evil entiti in one of the corpses. horror drama shay mitchel grey damon kirbi johnson diederik van rooijen"
250,Anna and the Apocalypse,"a zombi apocalyps threaten the sleepi town of littl haven – at christma – forc anna and her friend to fight, slash and sing their way to survival, face the undead in a desper race to reach their love ones. but they soon discov that no one is safe in thi new world, and with civil fall apart around them, the onli peopl they can truli reli on are each other. horror comedi fantasi ella hunt malcolm cum marli siu john mcphail"
251,Capernaum,"zain, a 12-year-old boy scrambl to surviv on the street of beirut, sue hi parent for have brought him into such an unjust world, where be a refuge with no document mean that your right can easili be denied. drama zain al rafeea yordano shiferaw boluwatif treasur bankol nadin labaki"
252,Mary Queen of Scots,"in 1561, mari stuart, widow of the king of france, return to scotland, reclaim her right throne and menac the futur of queen elizabeth i as ruler of england, becaus she ha a legitim claim to the english throne. betrayals, rebellions, conspiraci and their own life choic imperil both queens. they experi the bitter cost of power, until their tragic fate is final fulfilled. drama histori saoirs ronan margot robbi jack lowden josi rourk"
253,Ben Is Back,"19-year-old ben burn unexpectedli return home to hi family' suburban home on christma eve morning. ben' mother, holly, is reliev and welcom but wari of her son stay clean. over a turbul 24 hours, new truth are revealed, and a mother' undi love for her son is test as she doe everyth in her power to keep him safe. drama luca hedg julia robert kathryn newton peter hedg"
254,Spider-Man: Into the Spider-Verse,"mile moral is juggl hi life between be a high school student and be a spider-man. when wilson ""kingpin"" fisk use a super collider, other from across the spider-vers are transport to thi dimension. action adventur anim scienc fiction comedi shameik moor jake johnson haile steinfeld bob persichetti peter ramsey rodney rothman"
255,Mortal Engines,"mani thousand of year in the future, earth’ citi roam the globe on huge wheels, devour each other in a struggl for ever diminish resources. on one of these massiv traction cities, the old london, tom natsworthi ha an unexpect encount with a mysteri young woman from the wasteland who will chang the cours of hi life forever. adventur scienc fiction hugo weav hera hilmar robert sheehan christian river"
256,The Mule,"earl stone, a man in hi eighties, is broke, alone, and face foreclosur of hi busi when he is offer a job that simpli requir him to drive. easi enough, but, unbeknownst to earl, he' just sign on as a drug courier for a mexican cartel. he doe so well that hi cargo increas exponentially, and earl hit the radar of hard-charg dea agent colin bates. crime drama thriller clint eastwood bradley cooper laurenc fishburn clint eastwood"
257,If Beale Street Could Talk,"after her fianc is fals imprisoned, a pregnant african-american woman set out to clear hi name and prove hi innocence. romanc drama kiki layn stephan jame teyonah parri barri jenkin"
258,Mary Poppins Returns,"mari poppin return to the bank famili and help them evad grave danger by take them on magical, music adventures. fantasi famili comedi emili blunt lin-manuel miranda ben whishaw rob marshal"
259,Aquaman,"onc home to the most advanc civil on earth, atlanti is now an underwat kingdom rule by the power-hungri king orm. with a vast armi at hi disposal, orm plan to conquer the remain ocean peopl and then the surfac world. stand in hi way is arthur curry, orm' half-human, half-atlantean brother and true heir to the throne. action adventur fantasi jason momoa amber heard willem dafo jame wan"
260,Bumblebee,"on the run in the year 1987, bumblebe find refug in a junkyard in a small californian beach town. charlie, on the cusp of turn 18 and tri to find her place in the world, discov bumblebee, battle-scar and broken. when charli reviv him, she quickli learn thi is no ordinari yellow vw bug. action adventur scienc fiction haile steinfeld john cena jorg lendeborg jr. travi knight"
261,Welcome to Marwen,"when a devast attack shatter mark hogancamp and wipe away all memories, no one expect recovery. put togeth piec from hi old and new life, mark meticul creat a wondrou town name marwen where he can heal and be heroic. as he build an astonish art instal — a testament to the most power women he know — through hi fantasi world, he draw strength to triumph in the real one. drama comedi fantasi steve carel lesli mann dian kruger robert zemecki"
262,Second Act,"maya, a 40-year-old woman struggl with frustrat from unfulfil dreams. until that is, she get the chanc to prove to madison avenu that street smart are as valuabl as book smarts, and that it is never too late for a second act. romanc comedi jennif lopez leah remini vanessa hudgen peter segal"
263,Cold War,georg geef get sent home from work to tend to hi cold. anim joanna kulig tomasz kot agata kulesza paweł pawlikowski
264,Holmes & Watson,"detect sherlock holm and dr. john watson join forc to investig a murder at buckingham palace. they soon learn that they have onli four day to solv the case, or the queen will becom the next victim. mysteri adventur comedi crime will ferrel john c. reilli rebecca hall etan cohen"
265,Vice,"julian michael ha design the ultim resort: vice, where anyth goe and the custom can play out their wildest fantasi with artifici inhabit who look, think and feel like humans. when an artifici becom self-awar and escapes, she find herself caught in the crossfir between julian' mercenari and a cop who is hell-bent on shut down vice, and stop the violenc onc and for all. thriller scienc fiction action adventur christian bale ami adam steve carel adam mckay"
266,On the Basis of Sex,young lawyer ruth bader ginsburg team with her husband marti to bring a groundbreak case befor the u.s. court of appeal and overturn a centuri of sex discrimination. drama histori felic jone armi hammer justin theroux mimi leder
267,Destroyer,"erin bell is an lapd detect who, as a young cop, wa place undercov with a gang in the california desert with tragic results. when the leader of that gang re-emerg mani year later, she must work her way back through the remain member and into her own histori with them to final reckon with the demon that destroy her past. thriller crime drama action nicol kidman sebastian stan tobi kebbel karyn kusama"
268,Black Mirror: Bandersnatch,"in 1984, a young programm begin to question realiti as he adapt a dark fantasi novel into a video game. a mind-bend tale with multipl endings. scienc fiction mysteri drama thriller tv movi fionn whitehead will poulter asim chaudhri david slade"
0,Escape Room,"six stranger find themselv in circumst beyond their control, and must use their wit to survive. thriller action mysteri horror taylor russel logan miller deborah ann woll adam robitel"
1,Rust Creek,"when an overachiev colleg senior make a wrong turn, her road trip becom a life-chang fight for surviv in rural kentucky. thriller drama hermion corfield jay paulson sean o'bryan jen mcgowan"
2,American Hangman,"an unidentifi man post a live feed on social media show that he ha kidnap two stranger and intend to kill one befor the day is out. hi intent is to hold a capit 'trial' online. as the author recogn what' happening, it becom appar that the onlin public is go to act as judg and jury. thriller donald sutherland vincent kartheis oliv denni wilson coneybear"
3,A Dog's Way Home,"the adventur of bella, a dog who embark on an epic 400-mile journey home after she is separ from her belov human. drama adventur famili bryce dalla howard edward jame olmo alexandra shipp charl martin smith"
4,The Upside,"phillip is a wealthi quadripleg who need a caretak to help him with hi day-to-day routin in hi new york penthouse. he decid to hire dell, a struggl parole who' tri to reconnect with hi ex and hi young son. despit come from two differ worlds, an unlik friendship start to blossom. comedi drama bryan cranston kevin hart nicol kidman neil burger"
5,Replicas,a scientist becom obsess with return hi famili to normalci after a terribl accident. scienc fiction thriller keanu reev jeffrey nachmanoff
6,After Darkness,"as the sun burn out, an american famili gather at the end of the world, their hope for rescu slowli crumbl as they also confront long last divid amongst each other. drama famili thriller scienc fiction natalia dyer kyra sedgwick tim dali batán silva"
7,Glass,"in a seri of escal encounters, former secur guard david dunn use hi supernatur abil to track kevin wendel crumb, a disturb man who ha twenty-four personalities. meanwhile, the shadowi presenc of elijah price emerg as an orchestr who hold secret critic to both men. thriller drama scienc fiction jame mcavoy bruce willi samuel l. jackson m. night shyamalan"
8,Close,"a counter-terror expert take a job protect a young heiress. after an attempt kidnap put both of their live in danger, they must flee. action thriller noomi rapac sophi néliss indira varma vicki jewson"
9,The Standoff at Sparrow Creek,"after a mass shoot at a polic funeral, reclus ex-cop gannon find himself unwittingli forc out of retir when he realiz that the killer belong to the same militia he join after quit the force. understand that the shoot could set off a chain reaction of copycat violenc across the country, gannon quarantin hi fellow militiamen in the remot lumber mill they call their headquarters. there, he set about a seri of gruel interrogations, intent on ferret out the killer and turn him over to the author to prevent further bloodshed. drama thriller mysteri jame badg dale brian geraghti henri dunham"
10,The Final Wish,"follow the pass of hi father, aaron hammond return to hi hometown to help hi devast mother and to confront hi past demons. sift through hi father’ belongings, aaron come upon a mysteri item that is far more than it seems. horror lin shay michael welch melissa bolona timothi woodward jr."
11,The Kid Who Would Be King,"old-school magic meet the modern world when young alex stumbl upon the mythic sword excalibur. he soon unit hi friend and enemies, and they becom knight who join forc with the legendari wizard merlin. together, they must save mankind from the wick enchantress morgana and her armi of supernatur warriors. action adventur fantasi famili loui ashbourn serki dean chaumoo tom taylor joe cornish"
